id,submission,sourceCode,author,memory,time,sent,countline,problems_id,verdicts_id,languages_id,isduplicated
22679,27181020,"n, t = map(int, input().split())
i = 10 ** (n - 1)
while True:
    if len(str(i)) > n:
        print('- 1')
        break
    elif i % t == 0:
        print(i)
        break
    else:
        i += 1",1255,0,46,2017-05-17 16:51:32,21,17,2,8,0
22680,27181048,"n, t = map(int, input().split())
i = 10 ** (n - 1)
while True:
    if len(str(i)) > n:
        print('-1')
        break
    elif i % t == 0:
        print(i)
        break
    else:
        i += 1",1255,4,62,2017-05-17 16:53:11,21,17,1,8,0
22944,27400171,"N, T = map(int, input().split())


def rec(x, maxv):
    if x % T == 0:
        return x
    if x > maxv:
        return -1
    return rec(x + 1, maxv)


print(rec(10 ** (N - 1), 10 ** N - 1))",1401,0,61,2017-05-28 06:44:31,12,17,2,8,0
22945,27400189,"N, T = map(int, input().split())


def rec(x, maxv):
    if x % T == 0:
        return x
    if x >= maxv:
        return -1
    return rec(x + 1, maxv)


print(rec(10 ** (N - 1), 10 ** N - 1))",1401,0,62,2017-05-28 06:45:59,12,17,1,8,0
23000,27437587,"n = int(input())
t = int(input())
out = """"
for i in range(1,11):
    for j in range(1,11):
        k = i*j
        if k%t == 0 and len(str(k)) <= n:
            out = str(k)
            break
if out == """":
    print (-1)
else:
    for j in range(1, n+1-len(str(k))):
        out = out + ""0""
print (out)",5876,4,46,2017-05-30 03:17:34,29,17,5,8,0
23020,27455614,"n = int(input())
t = int(input())
out = """"
for i in range(1,11):
    for j in range(1,11):
        k = i*j
        if k%t == 0 and len(str(k)) <= n:
            out = str(k)
            break
    if out != """":
        break
if out == """":
    print (-1)
else:
    for j in range(1, n+1-len(str(k))):
        out = out + ""0""
print (out)",5876,0,46,2017-05-30 23:55:46,33,17,5,8,0
23047,27470000,"n,t=map(int,input().split())
print((10**(n-1)-1)*t if n > 1 else t)",5885,0,46,2017-05-31 18:22:12,2,17,2,8,0
23048,27470028,"n,t=map(int,input().split())
if n==1 and t==10:print(-1)
else:print((10**(n-1)-1)*t if n > 1 else t)",5885,20,62,2017-05-31 18:23:30,3,17,1,8,0
23266,27599977,"a,b=tuple(input().split("" ""))
a=int(a)
b=int(b)
if a is 1 and b is 10:
    print(-1)
    exit(0)
print(b*(10**(a-1)))",1460,8,62,2017-06-05 23:00:43,13,17,2,8,0
23267,27599994,"a,b=tuple(input().split("" ""))
a=int(a)
b=int(b)
if a is 1 and b is 10:
    print(-1)
    exit(0)
if b is 10:
    a-=1
print(b*(10**(a-1)))",1460,12,62,2017-06-05 23:02:12,17,17,1,8,0
23416,27672826,"n,t=map(int,(input().split("" "")))
s=int(""1""+(""0"")*(n-1))
k=int(""1""+(""0"")*n)
for j in range(s,k):
        l=str(j)
        if(len(l)==n):
            if(j%t==0):
                print(j)
                break
            else:
                print(""-1"")
                break",5930,0,46,2017-06-08 16:56:41,23,17,2,8,0
23417,27673060,"n,t=map(int,(input().split("" "")))
s=int(""1""+(""0"")*(n-1))
k=int(""1""+(""0"")*n)
for j in range(s,k):
        l=str(j)
        if(len(l)==n):
            if(j%t==0):
                k=1
                print(j)
                break
if(k!=1):
    print(""-1"")",5930,0,62,2017-06-08 17:08:25,23,17,1,8,0
23616,27743141,"a=list(map(int, input().strip().split(' ')))
b=0
if(a[1]==10):
    if(a[0]==1):
        print(""-1"")
    else:
        for i in range(0, a[0]-1):
            b+=(a[1]*(10**i))   
            b*=10
        print(b)
else:
    for i in range(0, a[0]):
        b+=(a[1]*(10**i))
    print(b)",1518,4,62,2017-06-12 21:20:42,27,17,2,8,0
23652,27759518,"def power(a,b):
	k=1;
	while(b>0):
		k*=a;
		b-=1;
	return k

z=raw_input()
z=int(z)
k=int(raw_input())
m=power(10,(z-1))
counter=0
while(m<power(10,z)):
	if(m%k==0):
		print m
		counter+=1
		break
if(counter==0):
	print -1",1384,12,31,2017-06-13 19:45:01,37,17,5,13,0
23653,27759582,"def power(a,b):
	k=1;
	while(b>0):
		k*=a;
		b-=1;
	return k

z,k=raw_input().split()
z=int(z)
k=int(k)
m=power(10,(z-1))
counter=0
while(m<power(10,z)):
	if(m%k==0):
		print m
		counter+=1
		break
if(counter==0):
	print -1",1384,0,1000,2017-06-13 19:49:10,37,17,3,13,0
23663,27760550,"found = False
n, t = input().split("" "")
if n == ""1"" and t != ""1"":
    found = True
    print(-1)
n = int(n)
t = int(t)

for j in range(10**(n-1), 10**(n) + 1):
    if found:
        break
    num = j
    if num % t ==0 and not found:
        print(num)
        found = True
        break
if not found:
    print(-1)",5955,0,62,2017-06-13 20:54:31,18,17,2,8,0
23664,27760594,"found = False
n, t = input().split("" "")
n = int(n)
t = int(t)

for j in range(10**(n-1), 10**(n) + 1):
    if 10**(n) == t:
        found = True
        print(-1)
        break
    num = j
    if num % t ==0 and not found:
        print(num)
        found = True
        break
if not found:
    print(-1)",5955,24,62,2017-06-13 20:57:29,17,17,1,8,0
23702,27783331,"# Description of the problem can be found at http://codeforces.com/problemset/problem/584/B

n = int(input())

print(3**(3*n) - 7**n)",541,0,62,2017-06-15 02:46:44,9,18,2,8,0
23703,27783510,"# Description of the problem can be found at http://codeforces.com/problemset/problem/584/B

n = int(input())

print((3**(3*n) - 7**n) % (int(1e9) + 7))",541,384,124,2017-06-15 03:11:31,9,18,1,8,0
23780,27823074,"x, y = list(map(int, input().split()))
a = 1 * (10 ** (x - 1))
b = (1 * (10 ** x)) - 1
c = 0
for i in range(a, b):
    if (i % y) == 0:
        c += i
        break
if c == 0:
    print(-1)
else:
    print(c)",5969,12,62,2017-06-16 13:56:50,23,17,2,8,0
23781,27823095,"x, y = list(map(int, input().split()))
a = 1 * (10 ** (x - 1))
b = (1 * (10 ** x))
c = 0
for i in range(a, b):
    if (i % y) == 0:
        c += i
        break
if c == 0:
    print(-1)
else:
    print(c)",5969,16,62,2017-06-16 13:58:03,23,17,1,8,0
23877,27886405,"string = input()
numbers = string.split("" "")
n = int(numbers[0])
t = int(numbers[1])
s = 10 ** (n - 1)
if s % t != 0:
    s = int(s / t) * t
    while s < 10 ** (n - 1):
        s += t
    if s >= 10 ** n:
        s = -1
print(s)",1633,8,1000,2017-06-18 17:36:05,23,17,3,8,0
23878,27886599,"string = input()
numbers = string.split("" "")
n = int(numbers[0])
t = int(numbers[1])
s = 10 ** (n - 1)
if s % t != 0:
    s -= s % t
    s += t
    if s >= 10 ** n:
        s = -1
print(s)",1633,12,62,2017-06-18 17:48:15,21,17,1,8,0
23916,27892586,"n=input()
print((3**(3*n)-7**n)%1000000007)",1594,0,46,2017-06-19 02:53:03,3,18,5,8,0
23917,27892591,"n=input()
print((3**(3*n)-7**n)%1000000007)",1594,568,109,2017-06-19 02:54:47,3,18,1,13,0
23926,27898360,"n, t = map(int,raw_input().split())
if(n==1):
    ans = t
else:
    ans = (10**(n-1) - 1) * t
print ans",1638,4,46,2017-06-19 10:30:21,11,17,2,13,0
23927,27898410,"n, t = map(int,raw_input().split())
if(n==1):
    ans = t
else:
    ans = (10**(n-1) - 1) * t
print ans if len(str(ans)) == n else -1",1638,12,62,2017-06-19 10:32:23,11,17,1,13,0
23945,27918365,"#!/bin/python3

import random

n, t = map(int, input().split())
c = ''

while len(c) < n:
	c += str(random.randint(1, 9))
	
c = int(c)

while c%t != 0:
	c += 1
	
print(c if ( (c>0) and (len(str(c)) == n)) else -1)",1653,888,77,2017-06-20 09:17:27,31,17,1,8,0
23946,27918389,"#!/bin/python3

import random

n, t = map(int, input().split())
c = 1

while len(str(c)) < n:
	c *= 10
	
while c%t != 0:
	c += 1
	
print(c if ( (c>0) and (len(str(c)) == n)) else -1)",1653,900,77,2017-06-20 09:19:40,27,17,1,8,0
23967,27929143,"l=list()
def prime(N):
	count=0
	i=1
	while(i*i<=N):
		if i*i==N:
			count=count+1
		elif N%i==0:
			count=count+2
		if count>2:
			return 0
		i=i+1
	if count==2:
		return 1
	else:
		return 0
n=int(input())
if n%2==0:
	for j in range(2,n):
		s=prime(j)
		t=prime(n-j)
		if s==1 and t==1:
			l.append(j)
			l.append(n-j)
			break
else:
	l.append(3)
	n=n-3
	for j in range(2,n):
		s=prime(j)
		t=prime(n-j)
		if s==1 and t==1:
			l.append(j)
			l.append(n-j)
			break
print(len(l))
print(*l)",1369,5436,93,2017-06-20 19:48:00,37,20,2,8,0
23968,27929278,"l=list()
def prime(N):
	count=0
	i=1
	while(i*i<=N):
		if i*i==N:
			count=count+1
		elif N%i==0:
			count=count+2
		if count>2:
			return 0
		i=i+1
	if count==2:
		return 1
	else:
		return 0
n=int(input())
if n%2==0:
	for j in range(2,n):
		s=prime(j)
		t=prime(n-j)
		if s==1 and t==1:
			l.append(j)
			l.append(n-j)
			break
else:
	l.append(3)
	if n-3==0:
		l=[3]
	elif n-3>2:
		n=n-3
		for j in range(2,n):
			s=prime(j)
			t=prime(n-j)
			if s==1 and t==1:
				l.append(j)
				l.append(n-j)
				break
	else:
		l=[5]
		n=n-5
		if n>2:
			for j in range(2,n):
				s=prime(j)
				t=prime(n-j)
				if s==1 and t==1:
					l.append(j)
					l.append(n-j)
					break
print(len(l))
print(*l)",1369,5436,311,2017-06-20 19:56:35,51,20,1,8,0
24001,27944030,"# codeforces584a.py
n,t=map(int,raw_input().split())
ans=str(t/10+t%10)
for i in xrange(0,n-1):
	ans+=str(t%10)
print ans",1642,4564,61,2017-06-21 13:59:37,6,17,2,13,0
24002,27944055,"# codeforces584a.py
n,t=map(int,raw_input().split())
ans=str(t/10+t%10)
for i in xrange(0,n-1):
	ans+=str(t%10)
if n<len(str(t)):
	ans=""-1""
print ans",1642,4568,46,2017-06-21 14:00:52,8,17,1,13,0
24069,27983008,"n_t = [int(x) for x in input().split()]
n = n_t[0]
t = n_t[1]

if 2<=t<=9:
    ans = str(t)*n
elif t==10 and n==-1:
    ans = '-1'
else:
    ans = str(10) + '0'*(n-2)

print(ans)",1362,5408,46,2017-06-23 13:56:43,23,17,2,8,0
24070,27983020,"n_t = [int(x) for x in input().split()]
n = n_t[0]
t = n_t[1]

if 2<=t<=9:
    ans = str(t)*n
elif t==10 and n==1:
    ans = '-1'
else:
    ans = str(10) + '0'*(n-2)

print(ans)",1362,5424,77,2017-06-23 13:57:25,23,17,1,8,0
24320,28181710,"n, t = map(int, input().split())
print(str(t) + '0' * (n-len(str(t))))",1762,5416,61,2017-07-01 03:41:45,3,17,2,8,0
24321,28181713,"n, t = raw_input().split()

if len(t) == 1:
    print t * int(n)
else:
    print ""1"" + ""0"" * (int(n) - 1)",1761,4556,61,2017-07-01 03:41:52,11,17,2,13,0
24322,28181719,"n, t = raw_input().split()

if n == '1' and t == '10':
    print -1
elif len(t) == 1:
    print t * int(n)
else:
    print ""1"" + ""0"" * (int(n) - 1)",1761,4568,62,2017-07-01 03:42:27,15,17,1,13,0
24323,28181722,"n,t = input().split()
n = int(n)
while len(t) < n: t += '0'
print(-1 if len(t) > n else t)",1762,5424,62,2017-07-01 03:42:42,7,17,1,8,0
24510,28351165,"n,t = map(int, raw_input().split())
num = str(t)
num = num*n
print num",1829,4560,62,2017-07-07 17:22:40,7,17,2,13,0
24512,28351251,"n,t = raw_input().split()
if (n == '1' and t == '10'):
    print -1
elif(len(t) == 1):
    print t*int(n)
else:
    print ""1"" + ""0""*(int(n)-1)",1829,4572,62,2017-07-07 17:29:00,13,17,1,13,0
24522,28358212,"n,t=map(int,input().split())
if t==10:
    if n=1:
        o=-1
    else:
        o='1'
        for i in range(n-1):
            o=o+'0'
else:
    o=str(t)
    for i in range(n-1):
        o=o+str(t)
print(o)",6023,0,0,2017-07-08 03:00:42,25,17,4,8,0
24523,28358216,"n,t=map(int,input().split())
if t==10:
    if n==1:
        o=-1
    else:
        o='1'
        for i in range(n-1):
            o=o+'0'
else:
    o=str(t)
    for i in range(n-1):
        o=o+str(t)
print(o)",6023,5432,77,2017-07-08 03:01:59,25,17,1,8,0
24525,28362056,"n, t = map(int, input().split())
x = 10**(n-1)
if n==1:
    print(t)
else:
    if t==3 or t==6 or t==9:
        print(x+8)
    elif t==1 or t==2 or t ==5 or t==10:
        print(x)
    elif t==4:
        if n==2:
            print(12)
        else:
            print(x)
    elif t==8:
        if n==2:
            print(16)
        elif n==3:
            print(104)
        else:
            print(x)
    else:
        for i in range(x, (10**n)):
            if i%t==0:
                print(i)
                break",6048,5440,46,2017-07-08 09:19:18,51,17,2,8,0
24526,28362098,"n, t = map(int, input().split())
x = 10**(n-1)
if n==1:
    if t==10:
        print(-1)
    else:
        print(t)
else:
    if t==3 or t==6 or t==9:
        print(x+8)
    elif t==1 or t==2 or t ==5 or t==10:
        print(x)
    elif t==4:
        if n==2:
            print(12)
        else:
            print(x)
    elif t==8:
        if n==2:
            print(16)
        elif n==3:
            print(104)
        else:
            print(x)
    else:
        for i in range(x, (10**n)):
            if i%t==0:
                print(i)
                break",6048,5440,62,2017-07-08 09:21:38,57,17,1,8,0
24601,28411465,"n, t = [int(i) for i in input().split()]
if n == 1 and t == 10:
    print(-1)
else:
    num = int('1' * n)
    while num % t != 0:
        num += 1
print(num)",1861,5428,61,2017-07-10 19:07:02,15,17,5,8,0
24602,28411487,"n, t = [int(i) for i in input().split()]
if n == 1 and t == 10:
    print(-1)
else:
    num = int('1' * n)
    while num % t != 0:
        num += 1
    print(num)",1861,5432,62,2017-07-10 19:08:46,15,17,1,8,0
24603,28413148,"a=raw_input()
b=int(a[a.find(' '):])
a=int(a[:a.find(' ')])
for i in range(10**a,10*10**a):
     if i%b==0:
          print i
          exit()
print -1",6059,4644,61,2017-07-10 20:59:14,15,17,2,13,0
24604,28413161,"a=raw_input()
b=int(a[a.find(' '):])
a=int(a[:a.find(' ')])
for i in range(10**a/10,10**a):
     if i%b==0:
          print i
          exit()
print -1",6059,6104,61,2017-07-10 21:00:40,15,17,5,13,0
24629,28423183,"n, t = map(int, input().split())
ans = 10 ** n
upper = 10 ** (n + 1)
while ans < upper:
    if ans % t == 0:
        print(ans)
        break
    ans += 1
if ans == upper:
    print(-1)",1865,4456,46,2017-07-11 11:25:55,19,17,2,8,0
24632,28425466,"n, t = map(int, input().split())
ans = 10 ** (n - 1)
upper = 10 ** n
while ans < upper:
    if ans % t == 0:
        print(ans)
        break
    ans += 1
if ans == upper:
    print(-1)",1865,5448,62,2017-07-11 14:52:34,19,17,1,8,0
24672,28501906,"n = [eval(i) for i in input().split()]
t = n[1]
n = 10**(n[0]-1)
for i in range(20):
    if (n+i)%t == 0:
        print(n+i)
        exit()",1878,4540,62,2017-07-13 15:21:54,13,17,2,8,0
24673,28501926,"n = [eval(i) for i in input().split()]
t = n[1]
n = 10**(n[0]-1)
if n == 1 and t == 10:
    print(-1)
    exit()
for i in range(20):
    if (n+i)%t == 0:
        print(n+i)
        exit()",1878,5440,61,2017-07-13 15:22:57,19,17,1,8,0
24733,28554443,"a=list(map(int, input().strip().split(' ')))

if(a[1]==10):
    if(a[0]==1):
        print(""-1"")
    else:
        for i in range(0, a[0]-1):
            print(""1"", end='', sep='')
        print(""0"")
else:
    for i in range(0,a[0]):
        print(a[1], end='', sep='')",1518,5424,77,2017-07-14 20:32:38,23,17,1,8,0
24762,28577652,"m, n = [int(i) for i in input().split()]
if n == 10:
    print ('10' + '0'*(m-2))
else:
    print (str(n) + '0'*(m-1))",1899,5424,61,2017-07-15 18:58:03,9,17,2,8,0
24763,28577674,"m, n = [int(i) for i in input().split()]
if n == 10:
    if(m==1):
        print(-1)
    else:
        print ('10' + '0'*(m-2))
else:
    print (str(n) + '0'*(m-1))",1899,5424,62,2017-07-15 18:59:08,15,17,1,8,0
24784,28585400,"n,t = map(int,raw_input().split())
i = 10**(n-1)
j = 10 **n +1
for x in range(i,j):
	if x%t == 0:
		print x
		break",1904,6092,61,2017-07-16 05:47:24,7,17,5,13,0
24785,28585436,"n,t = map(int,raw_input().split())
i = 10**(n-1)
j = 10 **n
fl =0
while i<j:
	if i%t == 0:
		print i
		break
	i+=1
if i ==j:
	print ""-1""",1904,4572,62,2017-07-16 05:51:07,11,17,1,13,0
24876,28668812,"n,t=map(int,input().split(' '))
i=10**n
i-=1
while 1:
    if i%t==0:
        print(i)
        break
    if i==0:
        print(""-1"")
        break
    i-=1",6095,4508,62,2017-07-18 16:05:51,21,17,2,8,0
24877,28668897,"n,t=map(int,input().split(' '))
i=10**n
i-=1
while 1:
    if i==0:
        print(""-1"")
        break
    if i%t==0:
        print(i)
        break
   
    i-=1",6095,4512,61,2017-07-18 16:08:39,23,17,1,8,0
24958,28761804,"s=input()
s=s.split()
n=int(s[0])
k=int(s[1])
a=10**(n-1)
x=a+(k-a%k)
if k>=a :
    print(""-1"")
else :
    print(x)",6106,4516,62,2017-07-21 21:23:26,19,17,2,8,0
24959,28761836,"s=input()
s=s.split()
n=int(s[0])
k=int(s[1])
a=10**(n-1)
x=a+(k-a%k)
if k>=10**n :
    print(""-1"")
else :
    print(x)",6106,4512,62,2017-07-21 21:24:53,19,17,1,8,0
25034,28804442,"n, t = map(int, input().split())
i = int(""9""*n)
while i > int(""1""+""0""*(n-1)):
    i = i - 1
    if i % t == 0:
        print(i)
        exit(0)
print(""-1"")",1991,4528,46,2017-07-23 18:47:29,15,17,2,8,0
25035,28804463,"n, t = map(int, input().split())
i = int(""9"" * n)
while i > int(""1"" + ""0"" * (n - 1)):
    if i % t == 0:
        print(i)
        exit(0)
    i = i - 1
print(""-1"")",1991,4532,62,2017-07-23 18:49:13,15,17,1,8,0
25067,28823246,"def check(n):
    d = 2
    while d*d <= n:
        if n % d == 0: return False
        d += 1
    return True
n = int(input())
flag = False
if check(n) and n > 10: print(n)
elif n >= 9:
    Ans = [3]
    n -= 3
    for i in range(2,n):
        if check(i) and check(n-i):
            print(3)
            print(3, i , n-i)
            break
elif n == 3: print(1,'\n',3)
elif n == 5: print(1,'\n',5)
elif n == 7: print(1,'\n',7)",6123,4500,62,2017-07-24 14:43:26,39,20,2,8,0
25068,28823266,"def check(n):
    d = 2
    while d*d <= n:
        if n % d == 0: return False
        d += 1
    return True
n = int(input())
flag = False
if check(n) and n > 10: print(1,'\n',n)
elif n >= 9:
    Ans = [3]
    n -= 3
    for i in range(2,n):
        if check(i) and check(n-i):
            print(3)
            print(3, i , n-i)
            break
elif n == 3: print(1,'\n',3)
elif n == 5: print(1,'\n',5)
elif n == 7: print(1,'\n',7)",6123,4532,77,2017-07-24 14:44:19,39,20,1,8,0
25108,28871170,"[n,t] = [int(x) for x in input().split()]
start = 10^(n-1)
# factorize t
factorList = []
i = 2
num = t
while num != 1:
    if num % i == 0:
        factorList.append(i)
        while num % i == 0:
            num /= i
    i += 1
a = 1
for factor in factorList:
    a *= factor
while len(str(a)) < n:
    a *= factorList[0]
if len(str(a)) == n:
    print(a)
else:
    print(-1)",2005,4512,62,2017-07-25 12:12:24,41,17,2,8,0
25109,28871245,"[n,t] = [int(x) for x in input().split()]
start = 10^(n-1)
# factorize t
factorList = []
i = 2
num = t
while num != 1:
    if num % i == 0:
        factorList.append(i)
        while num % i == 0:
            num /= i
    i += 1
a = 1
for factor in factorList:
    a *= factor
while len(str(a)) < n:
    a *= factorList[0]
if len(str(a)) == n:
    while len(str(a)) == n and a % t != 0:
        a *= factorList[0]
    print(a)
else:
    print(-1)",2005,4524,62,2017-07-25 12:15:34,45,17,1,8,0
25208,28967406,"x,y = map(int,input().split())

a = 10 ** (x-1)
b = 10 ** x-1
while(b>a):
    if(a%y==0):
        break
    a += 1
print(a)",2047,4504,62,2017-07-29 12:26:27,17,17,2,8,0
25209,28968084,"x,y = map(int,input().split())

a = 10 ** (x-1)
b = 10 ** x-1
while(b>a):
    if(a%y==0):
        break
    a += 1

if(a == y-1):
    print(""-1"")
else:
    print(a)",2047,4516,62,2017-07-29 13:49:54,25,17,1,8,0
25240,29045828,"n, t = [int(x) for x in input().split()]
left = '0'
right = '9'
answer = False
if n >= 2:
    left = '1'
for i in range(1, n):
    left += '0'
    right += '9'
left = int(left)
right = int(right)
for i in range (left, right + 1):
    if i % t == 0:
        print(i)
        answer = True
        break
if not answer:
    print(-1)",2072,4512,61,2017-07-31 13:57:17,35,17,2,8,0
25241,29045859,"n, t = [int(x) for x in input().split()]
answer = False
left = '1'
right = '9'
for i in range(1, n):
    left += '0'
    right += '9'
left = int(left)
right = int(right)
for i in range (left, right + 1):
    if i % t == 0:
        print(i)
        answer = True
        break
if not answer:
    print(-1)",2072,4524,62,2017-07-31 13:58:50,31,17,1,8,0
25352,29141920,"a=list(map(int,input().split()))
b=10**(a[0]-1)
c=(10**a[0])
d=True
for r in range(b,c):
    if(r%a[1]==0):
        print(r)
        d=False
        break
if(d):
    print(""-1"")",2085,4516,78,2017-08-03 03:43:27,21,17,1,8,0
25353,29141945,"a=list(map(int,input().split()))
b=10**(a[0]-1)
c=(10**a[0])
k=True
for r in range(b,c):
    if(r%a[1]==0):
        print(r)
        k=False
        break
if(k):
    print(""-1"")",2085,4520,62,2017-08-03 03:45:45,21,17,1,8,0
25421,29175319,"inputs=[int(i) for i in input().split()]
n,k=(inputs[0],inputs[1])
max_no=str()
for i in range(n):
    max_no+='9'

min_no=max_no[1:] if n > 1 else 0
min_no=int(min_no)
max_no=int(max_no)
while max_no > min_no:
    if max_no % k == 0:
        print(max_no)
        break
    max_no-=1
if max_no %k != 0 :
    print(-1)",6166,4508,77,2017-08-03 21:29:19,16,17,2,8,0
25422,29175375,"inputs=[int(i) for i in input().split()]
n,k=(inputs[0],inputs[1])
max_no=str()
for i in range(n):
    max_no+='9'

min_no=max_no[1:] if n > 1 else 0
min_no=int(min_no)
max_no=int(max_no)
while max_no > min_no:
    if max_no % k == 0:
        print(max_no)
        break
    max_no-=1
if max_no == min_no :
    print(-1)",6166,4520,77,2017-08-03 21:32:08,16,17,1,8,0
25432,29177244,"n=int(input(''));
t=int(input(''));
a=10**(n-1);
b=10**n-1;
c=0;
for a in range(a,b+1):
    if(a%t==0):
        print(a);
        c=c+1;
        break;

if(c==0):
    print('-1');",60,4480,62,2017-08-03 23:17:29,13,17,5,8,0
25442,29178376,"def generate(n):
	if n == 1:
		return 1

	return 10 * generate(n-1)

n, k = input().split()

ans = generate(int(n))
end = generate(int(n)+1)

state = False

while ans <= end:
	if ans % int(k) == 0:
		state = True
		break
	ans+=1

if state:	
	print(ans)
else:
	print(-1)",2160,4532,62,2017-08-04 00:46:26,45,17,2,8,0
25443,29178400,"def generate(n):
	if n == 1:
		return 1

	return 10 * generate(n-1)

n, k = input().split()

ans = generate(int(n))
end = generate(int(n)+1)

state = False

while ans < end:
	if ans % int(k) == 0:
		state = True
		break
	ans+=1

if state:	
	print(ans)
else:
	print(-1)",2160,4532,77,2017-08-04 00:48:26,45,17,1,8,0
25468,29211197,"n,t=map(int,input().split())
if(t==2):
    print(int('4'*(n-1)+'2'))
elif(t==3):
    print(int('3'*n))
elif(t==4):
    print(int('4'*n))
elif(t==5):
    print(int('5'*n))
elif(t==6):
    print(int('6'*n))
elif(t==7):
    print(int('7'*n))
elif(t==8):
    print(int('8'*n))
elif(t==9):
    print(int('9'*n))
elif(t==10):
    print(int('1'*n+'0'))",2102,4524,62,2017-08-05 09:30:20,37,17,2,8,0
25469,29211296,"n,t=map(int,input().split())
if(t==2):
    print(int('4'*(n-1)+'2'))
elif(t==3):
    print(int('3'*n))
elif(t==4):
    print(int('4'*n))
elif(t==5):
    print(int('5'*n))
elif(t==6):
    print(int('6'*n))
elif(t==7):
    print(int('7'*n))
elif(t==8):
    print(int('8'*n))
elif(t==9):
    print(int('9'*n))
elif(t==10):
    if(n==1):
        print('-1');
    else:
        print(int('1'*(n-1)+'0'))",2102,4520,62,2017-08-05 09:35:10,43,17,1,8,0
25482,29223522,"#Digits =list ({'1','2','3','4','5','6','7','8','9'})
n,t=map (int,input ().split ())
s=""""
#print (s)
if t==10:
    s+='1'+(n-1)*'0'
else:
    s+=str (t)+(n-1)*'0'

print (s)",1846,4512,62,2017-08-05 19:40:28,19,17,2,8,0
25483,29223573,"#Digits =list ({'1','2','3','4','5','6','7','8','9'})
n,t=map (int,input ().split ())
s=""""
#print (s)
if t==10:
    if n>1:
        s+='1'+(n-1)*'0'
    else:
        s+=""-1""
else:
    s+=str (t)+(n-1)*'0'

print (s)",1846,4516,77,2017-08-05 19:42:44,25,17,1,8,0
25681,29350423,"n=list(map(int, input().split()))
smallest_number=10**(n[0]-1)
for i in range(smallest_number):
    if smallest_number%n[1]==0:
        print(smallest_number)
        break
    smallest_number+=1",6202,4516,61,2017-08-11 13:22:43,13,17,2,8,0
25685,29350720,"n=list(map(int, input().split()))
smallest_number=10**(n[0]-1)
if n[0]==1:
    if n[1]<10:
        print(n[1])
    else:
        print(""-1"")
else:
    for i in range(smallest_number):
        if smallest_number%n[1]==0:
            print(smallest_number)
            break
        smallest_number+=1",6202,4516,62,2017-08-11 13:40:23,25,17,1,8,0
25693,29355900,"n = int(raw_input())
print pow(3, 3 * n) - pow(7, n) % (pow(10,9) + 7)",6206,4564,62,2017-08-11 17:56:48,2,18,2,13,0
25694,29355961,"n = int(raw_input())
print (pow(3, 3 * n) - pow(7, n)) % (pow(10,9) + 7)",6206,5108,108,2017-08-11 17:59:08,2,18,1,13,0
25697,29357848,"//ana gayb el fekr2 bs 7w2r el python d2 ely mgnny
n=input()
print (3**(n*3)-(7**n))%(1000000007)",207,0,0,2017-08-11 19:27:28,5,18,4,13,0
25698,29357857,"n=input()
print (3**(n*3)-(7**n))%(1000000007)",207,5104,93,2017-08-11 19:28:11,3,18,1,13,0
26188,13610655,"def updatenoise(k):
    for i in range(len(list)):
        if k-i <= 0:
            break
        list[i][2] -= k-i
def check():
    if len(list) < 0:
        return
    for i in range(len(list)):
        print(list)
        if list[i][2]<0:
            d = list[i][1]
            list.remove(list[i])
            scream(i, d)
            check()
            return

def scream(start, vol):
    for i in range(start, len(list)):
        list[i][2] -= vol

n = int(input())
list = []
visit = []
for i in range(n):
    temp = [int(item) for item in input().split()]
    temp.append(i+1)
    list.append(temp)
while len(list)>0:
    visit.append(list[0][3])
    v = list[0][0]
    list.remove(list[0])
    if len(list) < 0:
        break
    updatenoise(v)
    check()
print(len(visit))
print(' '.join(map(str,visit)))",6293,0,46,2015-10-14 19:42:15,75,22,2,8,0
26189,13610680,"def updatenoise(k):
    for i in range(len(list)):
        if k-i <= 0:
            break
        list[i][2] -= k-i
def check():
    if len(list) < 0:
        return
    for i in range(len(list)):
        if list[i][2]<0:
            d = list[i][1]
            list.remove(list[i])
            scream(i, d)
            check()
            return

def scream(start, vol):
    for i in range(start, len(list)):
        list[i][2] -= vol

n = int(input())
list = []
visit = []
for i in range(n):
    temp = [int(item) for item in input().split()]
    temp.append(i+1)
    list.append(temp)
while len(list)>0:
    visit.append(list[0][3])
    v = list[0][0]
    list.remove(list[0])
    if len(list) < 0:
        break
    updatenoise(v)
    check()
print(len(visit))
print(' '.join(map(str,visit)))",6293,988,935,2015-10-14 19:43:46,73,22,5,8,0
26237,13611936,"n = input()
I = lambda: map(int, raw_input().split())
a = []
for i in range(n):
    a.append(I())
l = []
for i in range(n):
    if a[i][2] < 0:
        for j in range(i + 1, n):
            a[j][2] -= a[i][1]
    else:
        l.append(i + 1)
        for j in range(i + 1, n):
            a[j][2] -= max(a[i][0] - j + i + 1, 0)

print len(l)
print ' '.join(map(str, l))",6302,24,62,2015-10-14 21:03:24,17,22,2,13,0
